customer_id,gender,start_date,end_date,is_deleted,class,class_name,campaign_id,campaign_name,mean,median,max,min,routine_flg,calc_date,membership_period
PL360669,F,2016-10-01,,0,C01,0_종일,CA1,2_일반,4.75,5.0,7,2,1,2019-04-30,30
IK371201,F,2016-10-01,,0,C01,0_종일,CA1,2_일반,5.083333333333333,5.5,7,2,1,2019-04-30,30
PL137718,M,2016-10-01,,0,C03,2_야간,CA1,2_일반,5.416666666666667,6.0,8,1,1,2019-04-30,30
PL587969,F,2016-10-01,,0,C01,0_종일,CA1,2_일반,5.0,5.0,8,2,1,2019-04-30,30
OA286310,F,2016-10-01,,0,C01,0_종일,CA1,2_일반,4.666666666666667,5.0,7,2,1,2019-04-30,30
GD883603,F,2016-10-01,,0,C02,1_주간,CA1,2_일반,5.166666666666667,5.5,7,1,1,2019-04-30,30
OA712919,M,2016-10-01,,0,C03,2_야간,CA1,2_일반,5.0,5.0,7,3,1,2019-04-30,30
HD048025,F,2016-10-01,,0,C01,0_종일,CA1,2_일반,4.666666666666667,5.0,6,2,1,2019-04-30,30
HD767334,F,2016-10-01,,0,C01,0_종일,CA1,2_일반,5.083333333333333,5.5,7,2,1,2019-04-30,30
HI155985,F,2016-10-01,,0,C02,1_주간,CA1,2_일반,4.833333333333333,5.0,6,4,1,2019-04-30,30
TS904692,F,2016-10-01,,0,C03,2_야간,CA1,2_일반,5.666666666666667,5.5,8,4,1,2019-04-30,30
IK874433,M,2016-10-01,,0,C01,0_종일,CA1,2_일반,4.333333333333333,4.5,8,1,1,2019-04-30,30
HD348931,F,2016-10-01,,0,C02,1_주간,CA1,2_일반,5.666666666666667,6.0,8,2,1,2019-04-30,30
AS024181,F,2016-10-01,,0,C02,1_주간,CA1,2_일반,5.083333333333333,5.0,8,3,1,2019-04-30,30
OA546013,F,2016-10-01,,0,C01,0_종일,CA1,2_일반,5.333333333333333,5.5,7,3,1,2019-04-30,30
OA386824,F,2016-10-01,,0,C01,0_종일,CA1,2_일반,4.833333333333333,4.5,8,1,1,2019-04-30,30
AS786819,M,2016-10-01,,0,C01,0_종일,CA1,2_일반,5.333333333333333,5.0,9,3,1,2019-04-30,30
GD620805,F,2016-10-01,,0,C01,0_종일,CA1,2_일반,5.25,5.0,7,3,1,2019-04-30,30
IK468230,F,2016-10-01,,0,C02,1_주간,CA1,2_일반,5.5,5.0,9,3,1,2019-04-30,30
HI470508,F,2016-10-01,,0,C01,0_종일,CA1,2_일반,4.333333333333333,4.5,8,2,1,2019-04-30,30
PL867163,F,2016-10-01,,0,C02,1_주간,CA1,2_일반,5.083333333333333,5.0,9,2,1,2019-04-30,30
IK058141,F,2016-10-01,,0,C01,0_종일,CA1,2_일반,5.916666666666667,6.0,9,4,1,2019-04-30,30
OA152987,F,2016-10-01,,0,C02,1_주간,CA1,2_일반,6.0,6.0,9,3,1,2019-04-30,30
HI994221,F,2016-10-01,,0,C01,0_종일,CA1,2_일반,5.416666666666667,6.0,8,2,1,2019-04-30,30
IK693082,M,2016-10-01,,0,C03,2_야간,CA1,2_일반,4.75,4.5,9,2,1,2019-04-30,30
OA794542,M,2016-10-01,,0,C02,1_주간,CA1,2_일반,5.083333333333333,5.0,7,4,1,2019-04-30,30
GD332889,F,2016-10-01,,0,C02,1_주간,CA1,2_일반,4.25,4.0,8,1,1,2019-04-30,30
TS519969,M,2016-10-01,,0,C03,2_야간,CA1,2_일반,4.166666666666667,4.0,7,2,1,2019-04-30,30
OA998167,M,2016-10-01,,0,C01,0_종일,CA1,2_일반,5.0,5.5,8,2,1,2019-04-30,30
HD281795,F,2016-10-01,,0,C01,0_종일,CA1,2_일반,4.916666666666667,5.5,8,1,1,2019-04-30,30
AS727718,F,2016-10-01,,0,C01,0_종일,CA1,2_일반,5.083333333333333,5.0,9,2,1,2019-04-30,30
TS121904,M,2016-10-01,,0,C01,0_종일,CA1,2_일반,6.083333333333333,6.0,9,4,1,2019-04-30,30
PL876696,F,2016-10-01,,0,C02,1_주간,CA1,2_일반,5.333333333333333,5.0,8,1,1,2019-04-30,30
HI896174,F,2016-10-01,,0,C01,0_종일,CA1,2_일반,5.5,5.0,8,4,1,2019-04-30,30
GD438627,F,2016-10-01,,0,C02,1_주간,CA1,2_일반,5.416666666666667,6.0,8,2,1,2019-04-30,30
AS988921,M,2016-10-01,,0,C02,1_주간,CA1,2_일반,5.666666666666667,5.5,9,3,1,2019-04-30,30
HD692017,F,2016-10-01,,0,C03,2_야간,CA1,2_일반,4.083333333333333,4.5,7,2,1,2019-04-30,30
HD458438,F,2016-10-01,,0,C02,1_주간,CA1,2_일반,4.083333333333333,4.0,7,1,1,2019-04-30,30
HI483820,F,2016-10-01,,0,C01,0_종일,CA1,2_일반,6.0,6.0,9,4,1,2019-04-30,30
TS791664,F,2016-10-01,,0,C02,1_주간,CA1,2_일반,5.166666666666667,5.0,8,2,1,2019-04-30,30
OA082783,F,2016-10-01,,0,C02,1_주간,CA1,2_일반,5.583333333333333,6.0,8,3,1,2019-04-30,30
OA500718,M,2016-10-01,,0,C01,0_종일,CA1,2_일반,5.083333333333333,5.5,8,1,1,2019-04-30,30
AS700549,F,2016-10-01,2018-04-30,1,C01,0_종일,CA1,2_일반,1.0,1.0,1,1,0,2018-04-30,18
TS068618,M,2016-10-01,,0,C01,0_종일,CA1,2_일반,5.25,5.0,9,3,1,2019-04-30,30
PL746909,M,2016-11-01,,0,C03,2_야간,CA1,2_일반,4.583333333333333,4.5,8,2,1,2019-04-30,29
GD029159,M,2016-11-01,,0,C01,0_종일,CA1,2_일반,4.833333333333333,4.5,8,3,1,2019-04-30,29
TS028665,F,2016-11-01,,0,C03,2_야간,CA1,2_일반,4.666666666666667,4.5,8,3,1,2019-04-30,29
AS466656,F,2016-11-01,,0,C01,0_종일,CA1,2_일반,4.666666666666667,4.5,8,3,1,2019-04-30,29
HD436260,M,2016-11-01,,0,C02,1_주간,CA1,2_일반,4.666666666666667,5.0,8,1,1,2019-04-30,29
AS002855,F,2016-11-01,,0,C03,2_야간,CA1,2_일반,4.5,5.0,7,2,1,2019-04-30,29
AS515861,M,2016-11-01,2018-08-31,1,C03,2_야간,CA1,2_일반,3.0,2.0,6,2,1,2018-08-31,21
IK980980,M,2016-11-01,,0,C03,2_야간,CA1,2_일반,4.833333333333333,4.5,8,1,1,2019-04-30,29
OA362502,M,2016-11-01,,0,C01,0_종일,CA1,2_일반,4.833333333333333,5.5,8,2,1,2019-04-30,29
OA038299,F,2016-11-01,,0,C01,0_종일,CA1,2_일반,4.916666666666667,5.0,8,2,1,2019-04-30,29
OA467198,M,2016-11-01,,0,C01,0_종일,CA1,2_일반,5.75,6.0,9,3,1,2019-04-30,29
TS365803,F,2016-11-01,,0,C01,0_종일,CA1,2_일반,5.833333333333333,6.0,9,2,1,2019-04-30,29
GD843695,F,2016-11-01,,0,C01,0_종일,CA1,2_일반,5.583333333333333,6.0,9,3,1,2019-04-30,29
TS397712,F,2016-11-01,2018-09-30,1,C02,1_주간,CA1,2_일반,3.0,2.5,5,2,1,2018-09-30,22
HI405733,M,2016-11-01,,0,C02,1_주간,CA1,2_일반,4.583333333333333,4.5,8,1,1,2019-04-30,29
OA396508,F,2016-11-01,,0,C01,0_종일,CA1,2_일반,4.916666666666667,4.5,9,3,1,2019-04-30,29
HD620437,M,2016-11-01,,0,C01,0_종일,CA1,2_일반,5.833333333333333,6.0,9,2,1,2019-04-30,29
GD648354,M,2016-11-01,,0,C01,0_종일,CA1,2_일반,5.083333333333333,5.0,8,2,1,2019-04-30,29
OA912932,F,2016-11-01,,0,C01,0_종일,CA1,2_일반,5.5,5.5,8,3,1,2019-04-30,29
IK972922,F,2016-11-01,,0,C02,1_주간,CA1,2_일반,5.25,5.5,8,2,1,2019-04-30,29
HD845983,F,2016-11-01,,0,C02,1_주간,CA1,2_일반,5.166666666666667,4.5,10,3,1,2019-04-30,29
HD959899,F,2016-11-01,,0,C02,1_주간,CA1,2_일반,5.5,5.5,7,4,1,2019-04-30,29
GD574013,F,2016-11-01,,0,C02,1_주간,CA1,2_일반,5.583333333333333,6.0,7,3,1,2019-04-30,29
HD982934,F,2016-11-01,,0,C01,0_종일,CA1,2_일반,5.166666666666667,5.0,7,2,1,2019-04-30,29
HD509061,M,2016-11-01,,0,C01,0_종일,CA1,2_일반,5.0,4.5,9,2,1,2019-04-30,29
HD875558,F,2016-11-01,,0,C03,2_야간,CA1,2_일반,5.916666666666667,6.0,7,4,1,2019-04-30,29
TS257517,F,2016-11-01,,0,C02,1_주간,CA1,2_일반,5.666666666666667,6.0,8,2,1,2019-04-30,29
OA179234,M,2016-11-01,2018-07-31,1,C01,0_종일,CA1,2_일반,2.0,2.0,3,1,0,2018-07-31,20
HI999153,M,2016-11-01,,0,C01,0_종일,CA1,2_일반,5.0,5.0,9,3,1,2019-04-30,29
TS344152,F,2016-11-01,,0,C03,2_야간,CA1,2_일반,5.583333333333333,6.0,8,3,1,2019-04-30,29
PL617565,M,2016-11-01,,0,C01,0_종일,CA1,2_일반,5.0,5.0,8,3,1,2019-04-30,29
OA225531,F,2016-11-01,,0,C01,0_종일,CA1,2_일반,5.083333333333333,5.0,8,1,1,2019-04-30,29
PL902347,M,2016-11-01,,0,C01,0_종일,CA1,2_일반,5.583333333333333,5.5,8,3,1,2019-04-30,29
PL527945,F,2016-11-01,,0,C01,0_종일,CA1,2_일반,5.166666666666667,4.0,9,3,1,2019-04-30,29
IK046372,F,2016-11-01,,0,C01,0_종일,CA1,2_일반,4.75,5.0,7,3,1,2019-04-30,29
OA334079,F,2016-11-01,2018-04-30,1,C02,1_주간,CA1,2_일반,2.0,2.0,2,2,0,2018-04-30,17
PL128063,M,2016-11-01,2018-04-30,1,C01,0_종일,CA1,2_일반,2.0,2.0,2,2,0,2018-04-30,17
OA116423,M,2016-11-01,,0,C01,0_종일,CA1,2_일반,5.75,6.0,10,3,1,2019-04-30,29
TS935837,M,2016-11-01,,0,C01,0_종일,CA1,2_일반,5.833333333333333,6.0,9,2,1,2019-04-30,29
PL650353,M,2016-11-01,,0,C01,0_종일,CA1,2_일반,4.75,5.0,8,3,1,2019-04-30,29
PL570199,M,2016-11-01,,0,C01,0_종일,CA1,2_일반,5.0,5.0,7,2,1,2019-04-30,29
TS957381,F,2016-11-01,,0,C02,1_주간,CA1,2_일반,5.0,5.0,8,3,1,2019-04-30,29
IK672859,M,2016-11-01,2018-05-31,1,C01,0_종일,CA1,2_일반,2.5,2.5,4,1,0,2018-05-31,18
IK743897,F,2016-11-01,,0,C02,1_주간,CA1,2_일반,5.333333333333333,5.5,8,2,1,2019-04-30,29
TS361500,F,2016-11-01,,0,C01,0_종일,CA1,2_일반,5.5,5.5,8,3,1,2019-04-30,29
HD703830,F,2016-11-01,,0,C02,1_주간,CA1,2_일반,5.666666666666667,6.0,8,3,1,2019-04-30,29
OA832624,M,2016-11-01,,0,C03,2_야간,CA1,2_일반,5.583333333333333,5.0,9,4,1,2019-04-30,29
TS003673,F,2016-11-01,,0,C01,0_종일,CA1,2_일반,4.583333333333333,4.0,9,2,1,2019-04-30,29
PL901751,M,2016-11-01,,0,C01,0_종일,CA1,2_일반,5.25,5.0,7,3,1,2019-04-30,29
OA124956,F,2016-11-01,,0,C01,0_종일,CA1,2_일반,5.333333333333333,5.0,7,3,1,2019-04-30,29
PL294980,F,2016-11-01,,0,C02,1_주간,CA1,2_일반,5.666666666666667,5.5,8,4,1,2019-04-30,29
IK460685,F,2016-11-01,,0,C02,1_주간,CA1,2_일반,6.0,6.0,8,4,1,2019-04-30,29
AS518169,F,2016-11-01,,0,C02,1_주간,CA1,2_일반,5.5,5.0,9,3,1,2019-04-30,29
HD109539,M,2016-11-01,,0,C03,2_야간,CA1,2_일반,5.75,5.5,10,3,1,2019-04-30,29
IK905330,F,2016-11-01,,0,C01,0_종일,CA1,2_일반,5.0,5.0,7,4,1,2019-04-30,29
IK242206,M,2016-11-01,,0,C01,0_종일,CA1,2_일반,5.5,5.5,8,3,1,2019-04-30,29
OA402979,F,2016-11-01,,0,C03,2_야간,CA1,2_일반,5.75,6.0,8,3,1,2019-04-30,29
AS868530,M,2016-11-01,,0,C01,0_종일,CA1,2_일반,4.583333333333333,4.5,7,2,1,2019-04-30,29
TS392587,F,2016-11-01,,0,C02,1_주간,CA1,2_일반,5.75,5.5,8,4,1,2019-04-30,29
OA032400,M,2016-11-01,,0,C03,2_야간,CA1,2_일반,5.25,5.0,8,3,1,2019-04-30,29
TS002058,F,2016-11-01,,0,C01,0_종일,CA1,2_일반,4.75,5.5,7,1,1,2019-04-30,29
AS462973,F,2016-11-01,,0,C01,0_종일,CA1,2_일반,5.083333333333333,5.5,8,2,1,2019-04-30,29
HD044222,M,2016-11-01,,0,C03,2_야간,CA1,2_일반,4.583333333333333,4.0,8,3,1,2019-04-30,29
TS105753,F,2016-11-01,,0,C02,1_주간,CA1,2_일반,5.5,5.0,8,3,1,2019-04-30,29
HD624279,M,2016-11-01,,0,C03,2_야간,CA1,2_일반,5.416666666666667,5.5,7,3,1,2019-04-30,29
HI777712,M,2016-12-01,,0,C01,0_종일,CA1,2_일반,5.666666666666667,6.0,9,3,1,2019-04-30,28
GD516585,F,2016-12-01,,0,C02,1_주간,CA1,2_일반,5.916666666666667,6.0,8,5,1,2019-04-30,28
GD459648,M,2016-12-01,,0,C02,1_주간,CA1,2_일반,5.916666666666667,6.0,9,3,1,2019-04-30,28
OA379819,F,2016-12-01,,0,C01,0_종일,CA1,2_일반,5.083333333333333,4.0,9,2,1,2019-04-30,28
AS383234,M,2016-12-01,2018-05-31,1,C02,1_주간,CA1,2_일반,3.0,3.0,4,2,0,2018-05-31,17
PL217190,F,2016-12-01,,0,C02,1_주간,CA1,2_일반,4.916666666666667,5.0,8,2,1,2019-04-30,28
AS582607,M,2016-12-01,,0,C01,0_종일,CA1,2_일반,5.166666666666667,5.0,8,2,1,2019-04-30,28
OA283367,F,2016-12-01,,0,C01,0_종일,CA1,2_일반,5.166666666666667,5.0,8,2,1,2019-04-30,28
HI505696,F,2016-12-01,,0,C02,1_주간,CA1,2_일반,5.0,5.0,7,1,1,2019-04-30,28
HI779743,M,2016-12-01,2018-08-31,1,C02,1_주간,CA1,2_일반,2.0,2.0,3,1,0,2018-08-31,20
OA187758,M,2016-12-01,,0,C01,0_종일,CA1,2_일반,4.583333333333333,4.0,9,2,1,2019-04-30,28
IK158306,F,2016-12-01,,0,C01,0_종일,CA1,2_일반,5.416666666666667,5.5,7,4,1,2019-04-30,28
HD984838,F,2016-12-01,,0,C02,1_주간,CA1,2_일반,4.5,5.0,6,2,1,2019-04-30,28
HI161247,F,2016-12-01,,0,C01,0_종일,CA1,2_일반,4.75,5.0,7,1,1,2019-04-30,28
IK323455,M,2016-12-01,,0,C03,2_야간,CA1,2_일반,4.166666666666667,4.0,7,2,1,2019-04-30,28
TS348223,F,2016-12-01,2018-05-31,1,C03,2_야간,CA1,2_일반,2.5,2.5,3,2,0,2018-05-31,17
AS795406,F,2016-12-01,,0,C03,2_야간,CA1,2_일반,5.333333333333333,5.5,8,3,1,2019-04-30,28
IK452806,F,2016-12-01,,0,C02,1_주간,CA1,2_일반,5.833333333333333,6.0,8,4,1,2019-04-30,28
AS108507,M,2016-12-01,,0,C03,2_야간,CA1,2_일반,6.333333333333333,6.0,9,4,1,2019-04-30,28
GD721751,M,2016-12-01,,0,C01,0_종일,CA1,2_일반,5.75,6.0,8,3,1,2019-04-30,28
AS942939,F,2016-12-01,,0,C02,1_주간,CA1,2_일반,5.666666666666667,5.0,8,4,1,2019-04-30,28
HD186795,M,2016-12-01,,0,C01,0_종일,CA1,2_일반,5.833333333333333,5.5,8,3,1,2019-04-30,28
HD244526,F,2016-12-01,,0,C02,1_주간,CA1,2_일반,6.083333333333333,6.0,8,3,1,2019-04-30,28
HD069512,M,2016-12-01,,0,C03,2_야간,CA1,2_일반,4.833333333333333,5.0,7,1,1,2019-04-30,28
GD306378,M,2016-12-01,,0,C03,2_야간,CA1,2_일반,5.25,5.0,8,3,1,2019-04-30,28
TS322238,M,2016-12-01,,0,C01,0_종일,CA1,2_일반,5.583333333333333,5.0,9,3,1,2019-04-30,28
IK077913,F,2016-12-01,,0,C03,2_야간,CA1,2_일반,5.583333333333333,5.5,10,2,1,2019-04-30,28
AS870817,M,2016-12-01,,0,C01,0_종일,CA1,2_일반,5.083333333333333,5.0,8,2,1,2019-04-30,28
AS467683,M,2016-12-01,,0,C01,0_종일,CA1,2_일반,5.25,6.0,8,2,1,2019-04-30,28
IK518694,M,2016-12-01,,0,C01,0_종일,CA1,2_일반,5.166666666666667,5.0,8,3,1,2019-04-30,28
HI106422,M,2016-12-01,,0,C01,0_종일,CA1,2_일반,5.166666666666667,4.5,10,2,1,2019-04-30,28
HI886359,F,2016-12-01,,0,C02,1_주간,CA1,2_일반,4.666666666666667,5.0,9,2,1,2019-04-30,28
PL759158,F,2016-12-01,,0,C02,1_주간,CA1,2_일반,5.083333333333333,5.0,8,2,1,2019-04-30,28
TS408289,F,2016-12-01,,0,C01,0_종일,CA1,2_일반,5.083333333333333,5.0,7,2,1,2019-04-30,28
OA607825,M,2016-12-01,,0,C03,2_야간,CA1,2_일반,5.333333333333333,5.0,7,4,1,2019-04-30,28
TS290936,F,2016-12-01,,0,C01,0_종일,CA1,2_일반,5.25,5.0,9,2,1,2019-04-30,28
GD933293,F,2016-12-01,,0,C01,0_종일,CA1,2_일반,4.333333333333333,4.5,7,1,1,2019-04-30,28
GD106268,F,2016-12-01,,0,C01,0_종일,CA1,2_일반,4.75,5.0,6,2,1,2019-04-30,28
IK023975,F,2016-12-01,,0,C01,0_종일,CA1,2_일반,5.916666666666667,5.5,10,2,1,2019-04-30,28
HI151205,F,2016-12-01,,0,C01,0_종일,CA1,2_일반,4.666666666666667,4.5,8,2,1,2019-04-30,28
IK027801,F,2016-12-01,,0,C03,2_야간,CA1,2_일반,5.416666666666667,5.0,8,3,1,2019-04-30,28
PL863680,M,2016-12-01,,0,C01,0_종일,CA1,2_일반,5.5,5.5,8,3,1,2019-04-30,28
AS931712,M,2016-12-01,2018-09-30,1,C03,2_야간,CA1,2_일반,2.5,2.5,4,1,1,2018-09-30,21
PL049709,F,2016-12-01,,0,C02,1_주간,CA1,2_일반,5.25,5.5,9,1,1,2019-04-30,28
HI275161,M,2016-12-01,,0,C01,0_종일,CA1,2_일반,5.083333333333333,5.0,7,3,1,2019-04-30,28
AS031206,M,2016-12-01,,0,C03,2_야간,CA1,2_일반,5.25,5.0,7,4,1,2019-04-30,28
GD484864,M,2016-12-01,,0,C01,0_종일,CA1,2_일반,5.5,5.0,8,4,1,2019-04-30,28
OA702752,M,2016-12-01,,0,C01,0_종일,CA1,2_일반,5.583333333333333,5.5,8,4,1,2019-04-30,28
GD411680,M,2016-12-01,,0,C03,2_야간,CA1,2_일반,6.0,6.0,9,4,1,2019-04-30,28
PL783702,F,2016-12-01,,0,C03,2_야간,CA1,2_일반,4.166666666666667,4.5,6,2,1,2019-04-30,28
AS311628,M,2016-12-01,,0,C01,0_종일,CA1,2_일반,4.666666666666667,5.0,6,3,1,2019-04-30,28
OA176831,M,2016-12-01,2018-09-30,1,C01,0_종일,CA1,2_일반,4.0,4.0,6,3,1,2018-09-30,21
HI735866,M,2016-12-01,,0,C03,2_야간,CA1,2_일반,5.166666666666667,5.0,8,4,1,2019-04-30,28
IK850378,M,2016-12-01,,0,C01,0_종일,CA1,2_일반,5.333333333333333,6.0,7,3,1,2019-04-30,28
HD666225,F,2016-12-01,,0,C02,1_주간,CA1,2_일반,5.5,5.5,9,2,1,2019-04-30,28
AS282618,M,2016-12-01,,0,C01,0_종일,CA1,2_일반,5.5,5.5,7,3,1,2019-04-30,28
AS812685,M,2016-12-01,,0,C03,2_야간,CA1,2_일반,5.25,5.0,8,3,1,2019-04-30,28
OA061841,M,2016-12-01,,0,C01,0_종일,CA1,2_일반,5.083333333333333,5.0,10,2,1,2019-04-30,28
TS925357,M,2016-12-01,2018-04-30,1,C03,2_야간,CA1,2_일반,2.0,2.0,2,2,0,2018-04-30,16
GD705390,M,2016-12-01,2018-09-30,1,C01,0_종일,CA1,2_일반,2.8333333333333335,3.0,4,2,1,2018-09-30,21
HD155154,M,2016-12-01,,0,C01,0_종일,CA1,2_일반,5.833333333333333,6.0,7,5,1,2019-04-30,28
HD867363,F,2016-12-01,,0,C03,2_야간,CA1,2_일반,6.0,6.0,9,3,1,2019-04-30,28
GD868389,M,2016-12-01,,0,C03,2_야간,CA1,2_일반,5.583333333333333,6.0,9,1,1,2019-04-30,28
GD230002,M,2016-12-01,,0,C01,0_종일,CA1,2_일반,5.583333333333333,6.0,7,2,1,2019-04-30,28
IK276561,M,2016-12-01,,0,C01,0_종일,CA1,2_일반,5.416666666666667,5.0,8,3,1,2019-04-30,28
AS394423,M,2016-12-01,,0,C02,1_주간,CA1,2_일반,6.083333333333333,6.0,8,4,1,2019-04-30,28
IK686461,M,2016-12-01,,0,C01,0_종일,CA1,2_일반,5.583333333333333,6.0,7,3,1,2019-04-30,28
IK052835,F,2016-12-01,2018-09-30,1,C02,1_주간,CA1,2_일반,3.5,3.5,6,2,1,2018-09-30,21
TS695571,F,2016-12-01,,0,C01,0_종일,CA1,2_일반,5.75,5.5,9,4,1,2019-04-30,28
OA383490,F,2016-12-01,,0,C02,1_주간,CA1,2_일반,5.166666666666667,5.0,9,2,1,2019-04-30,28
PL784859,M,2016-12-01,,0,C03,2_야간,CA1,2_일반,4.166666666666667,3.5,8,2,1,2019-04-30,28
TS396028,M,2016-12-01,,0,C02,1_주간,CA1,2_일반,5.416666666666667,5.5,8,2,1,2019-04-30,28
HI529562,M,2016-12-01,2018-11-30,1,C03,2_야간,CA1,2_일반,2.875,2.5,6,1,1,2018-11-30,23
PL666665,M,2016-12-01,,0,C01,0_종일,CA1,2_일반,5.416666666666667,5.0,9,3,1,2019-04-30,28
GD413362,M,2016-12-01,,0,C03,2_야간,CA1,2_일반,5.0,6.0,7,2,1,2019-04-30,28
GD298325,M,2016-12-01,,0,C03,2_야간,CA1,2_일반,5.25,5.0,8,4,1,2019-04-30,28
TS975153,F,2017-01-01,,0,C02,1_주간,CA1,2_일반,5.583333333333333,5.5,8,3,1,2019-04-30,27
HI056567,M,2017-01-01,,0,C03,2_야간,CA1,2_일반,4.75,5.0,8,1,1,2019-04-30,27
TS749639,M,2017-01-01,,0,C01,0_종일,CA1,2_일반,5.833333333333333,5.5,8,4,1,2019-04-30,27
PL259109,F,2017-01-01,,0,C02,1_주간,CA1,2_일반,5.0,5.5,9,1,1,2019-04-30,27
HD165212,M,2017-01-01,,0,C03,2_야간,CA1,2_일반,5.25,5.5,9,2,1,2019-04-30,27
HD139654,M,2017-01-01,,0,C01,0_종일,CA1,2_일반,5.416666666666667,5.0,10,3,1,2019-04-30,27
HI795669,F,2017-01-01,,0,C01,0_종일,CA1,2_일반,6.083333333333333,5.5,9,4,1,2019-04-30,27
HI113055,F,2017-01-01,,0,C01,0_종일,CA1,2_일반,4.916666666666667,4.5,8,3,1,2019-04-30,27
GD719151,F,2017-01-01,,0,C02,1_주간,CA1,2_일반,5.083333333333333,5.5,8,1,1,2019-04-30,27
OA471356,F,2017-01-01,,0,C02,1_주간,CA1,2_일반,5.0,5.0,8,2,1,2019-04-30,27
GD325128,M,2017-01-01,2018-04-30,1,C01,0_종일,CA1,2_일반,3.0,3.0,3,3,0,2018-04-30,15
GD316957,M,2017-01-01,,0,C02,1_주간,CA1,2_일반,5.916666666666667,5.5,9,3,1,2019-04-30,27
IK998240,F,2017-01-01,,0,C01,0_종일,CA1,2_일반,6.0,6.0,8,5,1,2019-04-30,27
PL331522,M,2017-01-01,,0,C01,0_종일,CA1,2_일반,5.333333333333333,5.0,9,2,1,2019-04-30,27
HD188491,M,2017-01-01,,0,C03,2_야간,CA1,2_일반,5.333333333333333,5.0,7,3,1,2019-04-30,27
IK967528,M,2017-01-01,,0,C03,2_야간,CA1,2_일반,5.416666666666667,5.5,7,2,1,2019-04-30,27
HI297129,M,2017-01-01,,0,C03,2_야간,CA1,2_일반,5.5,5.0,8,4,1,2019-04-30,27
HI375298,F,2017-01-01,,0,C01,0_종일,CA1,2_일반,4.833333333333333,4.0,7,2,1,2019-04-30,27
PL381656,M,2017-01-01,,0,C03,2_야간,CA1,2_일반,5.166666666666667,5.0,8,3,1,2019-04-30,27
TS808526,F,2017-01-01,,0,C03,2_야간,CA1,2_일반,5.75,5.5,9,3,1,2019-04-30,27
HI957106,M,2017-01-01,,0,C03,2_야간,CA1,2_일반,5.5,6.0,7,4,1,2019-04-30,27
GD582469,F,2017-01-01,,0,C02,1_주간,CA1,2_일반,4.416666666666667,4.0,7,1,1,2019-04-30,27
OA459530,M,2017-01-01,,0,C01,0_종일,CA1,2_일반,5.166666666666667,5.0,9,2,1,2019-04-30,27
OA233706,F,2017-01-01,,0,C02,1_주간,CA1,2_일반,5.0,5.5,7,2,1,2019-04-30,27
HI614861,M,2017-01-01,,0,C01,0_종일,CA1,2_일반,5.083333333333333,5.0,7,3,1,2019-04-30,27
OA215868,F,2017-01-01,2018-05-31,1,C01,0_종일,CA1,2_일반,3.0,3.0,4,2,1,2018-05-31,16
IK174853,F,2017-01-01,,0,C01,0_종일,CA1,2_일반,4.166666666666667,4.0,7,3,1,2019-04-30,27
PL071673,F,2017-01-01,,0,C03,2_야간,CA1,2_일반,5.5,5.0,8,2,1,2019-04-30,27
AS335390,F,2017-01-01,,0,C01,0_종일,CA1,2_일반,5.75,6.0,7,4,1,2019-04-30,27
HD557689,F,2017-01-01,,0,C01,0_종일,CA1,2_일반,5.916666666666667,5.5,8,3,1,2019-04-30,27
HI151922,F,2017-01-01,,0,C01,0_종일,CA1,2_일반,5.166666666666667,5.5,8,2,1,2019-04-30,27
OA354722,M,2017-01-01,,0,C01,0_종일,CA1,2_일반,5.333333333333333,6.0,7,2,1,2019-04-30,27
TS394144,M,2017-01-01,,0,C01,0_종일,CA1,2_일반,5.0,5.0,9,1,1,2019-04-30,27
HI235051,F,2017-01-01,2018-06-30,1,C03,2_야간,CA1,2_일반,3.3333333333333335,2.0,6,2,1,2018-06-30,17
HD749546,F,2017-01-01,,0,C02,1_주간,CA1,2_일반,5.333333333333333,5.0,7,3,1,2019-04-30,27
TS937124,M,2017-01-01,,0,C03,2_야간,CA1,2_일반,5.25,5.0,9,1,1,2019-04-30,27
IK990829,F,2017-01-01,,0,C01,0_종일,CA1,2_일반,5.916666666666667,6.0,9,3,1,2019-04-30,27
HD084175,M,2017-01-01,,0,C03,2_야간,CA1,2_일반,5.333333333333333,5.0,10,2,1,2019-04-30,27
OA896685,M,2017-01-01,,0,C03,2_야간,CA1,2_일반,5.416666666666667,4.5,9,2,1,2019-04-30,27
HD771279,M,2017-01-01,,0,C01,0_종일,CA1,2_일반,5.083333333333333,5.0,7,3,1,2019-04-30,27
HD719737,M,2017-01-01,,0,C01,0_종일,CA1,2_일반,5.333333333333333,5.5,8,3,1,2019-04-30,27
HI488259,F,2017-01-01,,0,C02,1_주간,CA1,2_일반,5.75,6.0,8,3,1,2019-04-30,27
HI527630,M,2017-01-01,,0,C03,2_야간,CA1,2_일반,5.416666666666667,5.0,10,2,1,2019-04-30,27
PL242307,F,2017-01-01,,0,C01,0_종일,CA1,2_일반,5.916666666666667,6.0,8,3,1,2019-04-30,27
HD760983,F,2017-01-01,,0,C02,1_주간,CA1,2_일반,6.083333333333333,6.0,8,5,1,2019-04-30,27
GD238607,F,2017-01-01,,0,C02,1_주간,CA1,2_일반,5.833333333333333,5.5,9,4,1,2019-04-30,27
TS236568,F,2017-01-01,,0,C02,1_주간,CA1,2_일반,6.25,6.5,9,4,1,2019-04-30,27
